,index_p1,index_p2,sim_ratio
74,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15253pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20323pd410f01=27.doc,0.8845785440613027
75,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17280pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15757pd410f01=27.doc,0.8316546762589928
76,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=16567pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=16574pd410f01=27.doc,0.7307692307692307
77,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17145pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20032pd410f01=27.doc,0.880229958479719
78,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19916pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19855pd410f01=27.doc,0.6942504030091349
79,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=16393pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15842pd410f01=27.doc,0.3559322033898305
80,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20483pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15764pd410f01=27.doc,0.6149135446685879
81,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17365pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20377pd410f01=27.doc,0.7968236582694413
82,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17476pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15842pd410f01=27.doc,0.3801775147928994
83,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=16390pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15178pd410f01=27.doc,0.8765356265356266
84,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18783pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19997pd410f01=27.doc,0.6534992223950233
85,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19854pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15842pd410f01=27.doc,0.3333333333333333
86,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15240pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20380pd410f01=27.doc,0.3339640491958373
87,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15764pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20476pd410f01=27.doc,0.8757204610951008
88,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19986pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19997pd410f01=27.doc,0.831668625146886
89,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17897pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15177pd410f01=27.doc,0.9177522349936144
90,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21102pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21093pd410f01=27.doc,0.8849530729639722
91,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20364pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21220pd410f01=27.doc,0.9002123142250531
92,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20774pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15792pd410f01=27.doc,0.8323857175346827
93,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20239pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20380pd410f01=27.doc,0.313915857605178
94,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17465pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15842pd410f01=27.doc,0.3446261682242991
95,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21234pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17649pd410f01=27.doc,0.8952334865714977
96,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21312pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21292pd410f01=27.doc,0.9104403760514597
97,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17259pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15842pd410f01=27.doc,0.3319559228650138
98,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20380pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17256pd410f01=27.doc,0.3352601156069364
99,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21081pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21093pd410f01=27.doc,0.8762067007382169
100,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=16454pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18919pd410f01=27.doc,0.7914017559794126
101,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18811pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=16559pd410f01=27.doc,0.7299065420560747
102,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18487pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19997pd410f01=27.doc,0.8168273444347064
103,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19900pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19997pd410f01=27.doc,0.8204822863947604
104,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20443pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19997pd410f01=27.doc,0.7339642481598317
105,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20353pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15363pd410f01=27.doc,0.7017469109501491
106,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21271pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21270pd410f01=27.doc,0.7528769260776282
107,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19927pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19997pd410f01=27.doc,0.818785578747628
108,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20290pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20380pd410f01=27.doc,0.3132780082987552
